datetime,open,high,low,close,volume,quote_volume,trade_count,taker_buy_volume,taker_buy_quote_volume
2025-01-02 10:45:00,96610.39000000,96684.95000000,96567.73000000,96604.17000000,51.78462000,5003582.89542460,7405,17.77387000,1717361.66949180
2025-01-02 10:50:00,96604.18000000,96614.99000000,96538.77000000,96594.69000000,37.02133000,3575616.78932350,5425,14.20719000,1372140.75387480
2025-01-02 10:55:00,96594.70000000,96722.23000000,96594.69000000,96708.00000000,59.05076000,5709188.74558620,5354,36.75087000,3553105.00378790
2025-01-02 11:00:00,96708.00000000,96727.65000000,96646.60000000,96692.34000000,50.53061000,4885778.83935290,4200,18.88578000,1826142.52477130
2025-01-02 11:05:00,96692.34000000,96876.38000000,96666.94000000,96833.61000000,57.00836000,5517945.43899410,8594,32.65281000,3160363.00890920
2025-01-02 11:10:00,96833.60000000,96853.59000000,96719.01000000,96759.98000000,48.99899000,4743302.69090120,5296,26.45058000,2560641.55322240
2025-01-02 11:15:00,96759.99000000,96760.00000000,96655.41000000,96702.01000000,47.96613000,4638655.06348120,5210,20.20234000,1953576.95073170
2025-01-02 11:20:00,96702.01000000,96702.01000000,96477.19000000,96490.84000000,94.12482000,9090865.83051930,8102,38.02040000,3672316.13408110
2025-01-02 11:25:00,96490.83000000,96634.61000000,96469.46000000,96556.16000000,65.68325000,6340774.33656860,6173,34.52665000,3332766.91643450
2025-01-02 11:30:00,96556.16000000,96629.29000000,96550.69000000,96586.01000000,38.35944000,3705012.41389270,6070,18.03352000,1741722.63789200
2025-01-02 11:35:00,96586.01000000,96702.70000000,96586.00000000,96702.69000000,27.56538000,2664188.65436720,4140,11.11076000,1073744.13976500
2025-01-02 11:40:00,96702.69000000,96727.27000000,96662.64000000,96691.90000000,33.46799000,3236182.24283940,4177,10.99970000,1063630.56585420
2025-01-02 11:45:00,96691.91000000,96789.47000000,96666.68000000,96754.34000000,24.05193000,2326934.95209990,4730,10.79642000,1044544.95185450
2025-01-02 11:50:00,96754.34000000,96754.34000000,96608.35000000,96643.13000000,21.94568000,2121343.85078250,4373,6.77577000,654971.24287180
2025-01-02 11:55:00,96643.13000000,96740.00000000,96643.13000000,96732.99000000,23.96116000,2316928.91326200,3304,14.72981000,1424208.35439180
2025-01-02 12:00:00,96733.00000000,96792.28000000,96733.00000000,96787.88000000,60.89281000,5892115.12748900,4628,36.48116000,3529702.70356940
2025-01-02 12:05:00,96787.88000000,96789.63000000,96682.69000000,96727.99000000,60.92371000,5893466.99965530,4952,33.42020000,3232516.15153380
2025-01-02 12:10:00,96727.99000000,96863.92000000,96704.00000000,96806.26000000,48.74850000,4719217.84788590,6654,31.70319000,3069070.17086090
2025-01-02 12:15:00,96806.27000000,96895.00000000,96788.20000000,96887.27000000,47.84498000,4633621.59871380,8121,23.80230000,2305334.23648050
2025-01-02 12:20:00,96887.28000000,96887.28000000,96609.42000000,96660.01000000,96.52069000,9334950.05309790,9265,19.58817000,1894250.10554570
2025-01-02 12:25:00,96660.02000000,96754.73000000,96643.89000000,96754.72000000,45.09530000,4360244.55686360,5923,18.74902000,1812708.53488710
2025-01-02 12:30:00,96754.72000000,96817.25000000,96611.00000000,96660.00000000,64.17502000,6206381.84058630,8967,29.30712000,2835142.55282470
2025-01-02 12:35:00,96660.01000000,96717.45000000,96638.46000000,96688.37000000,31.85775000,3080251.31763960,5482,8.50115000,821871.93440010
2025-01-02 12:40:00,96688.36000000,96715.50000000,96666.65000000,96672.01000000,31.29632000,3026208.88131440,3653,12.34487000,1193629.28214850
2025-01-02 12:45:00,96672.00000000,96857.14000000,96672.00000000,96819.39000000,67.73620000,6556362.07884330,8579,40.53937000,3923592.84157330
2025-01-02 12:50:00,96819.40000000,96839.27000000,96774.74000000,96821.16000000,63.16743000,6115707.43575860,5121,24.38700000,2360862.34310760
2025-01-02 12:55:00,96821.16000000,96865.05000000,96816.91000000,96850.01000000,59.04639000,5718360.51806660,4295,20.74913000,2009404.15643040
2025-01-02 13:00:00,96850.01000000,96900.00000000,96763.96000000,96816.54000000,54.44155000,5271420.18763570,7844,26.94816000,2609445.25012470
2025-01-02 13:05:00,96816.54000000,96865.79000000,96796.16000000,96863.94000000,41.68396000,4036636.40530270,5864,24.96866000,2417917.43331090
2025-01-02 13:10:00,96863.94000000,96988.05000000,96744.74000000,96764.52000000,118.24633000,11453811.88517390,9118,76.37180000,7398505.54771670
2025-01-02 13:15:00,96764.52000000,96871.28000000,96630.00000000,96714.63000000,193.03027000,18669345.74174710,9561,86.03275000,8319859.18623040
2025-01-02 13:20:00,96714.62000000,96714.63000000,96640.19000000,96702.94000000,63.23006000,6113051.47863630,5711,25.32324000,2448040.88535100
2025-01-02 13:25:00,96702.94000000,96831.45000000,96702.94000000,96763.60000000,43.51132000,4211290.12143410,5123,15.65952000,1515480.77457580
2025-01-02 13:30:00,96763.61000000,96794.97000000,96655.99000000,96697.34000000,74.91858000,7246645.52376410,10549,24.47411000,2366947.76179950
2025-01-02 13:35:00,96697.33000000,96759.78000000,96597.15000000,96667.69000000,53.87660000,5207952.47131400,9530,21.02792000,2032663.98528040
2025-01-02 13:40:00,96667.68000000,96718.70000000,96636.95000000,96668.00000000,53.83295000,5204444.67396870,7883,21.21129000,2050381.24202170
2025-01-02 13:45:00,96668.00000000,96673.17000000,96482.41000000,96577.51000000,78.96949000,7624429.53857790,9867,22.68663000,2190142.89015980
2025-01-02 13:50:00,96577.50000000,96644.00000000,96436.00000000,96442.44000000,91.70788000,8853408.34298340,9857,29.19994000,2818853.29796950
2025-01-02 13:55:00,96442.44000000,96480.70000000,96436.00000000,96458.17000000,35.82548000,3455672.86795430,4867,13.95660000,1346211.44248750
2025-01-02 14:00:00,96458.17000000,96458.83000000,95924.60000000,96000.00000000,294.50758000,28326576.93000350,33320,120.02660000,11542775.18643180
2025-01-02 14:05:00,95999.99000000,96444.32000000,95998.21000000,96425.51000000,167.76108000,16149420.57492490,24163,106.67557000,10270416.42693820
2025-01-02 14:10:00,96425.52000000,96452.00000000,96240.76000000,96368.06000000,92.78456000,8938079.34658650,14339,35.87866000,3456316.43193530
2025-01-02 14:15:00,96368.06000000,96452.00000000,96144.01000000,96199.98000000,70.53889000,6791732.11774030,14192,23.34275000,2248031.88706750
2025-01-02 14:20:00,96199.98000000,96359.98000000,96158.22000000,96353.63000000,54.00556000,5198183.88488990,9744,30.45129000,2930982.49841670
2025-01-02 14:25:00,96353.63000000,96491.15000000,96353.28000000,96474.83000000,75.94856000,7324256.87702800,7505,54.07816000,5215277.69509410
2025-01-02 14:30:00,96474.83000000,97440.91000000,96361.44000000,96668.00000000,717.63763000,69582134.21142380,69972,398.19678000,38614212.05193510
2025-01-02 14:35:00,96667.99000000,96729.56000000,96267.45000000,96306.18000000,342.01501000,32984152.66804470,48475,167.95779000,16197017.09756420
2025-01-02 14:40:00,96306.17000000,96919.10000000,96274.53000000,96812.44000000,225.14173000,21765371.19680960,30938,107.96876000,10435259.04981290
2025-01-02 14:45:00,96812.99000000,97237.85000000,96809.97000000,97131.00000000,374.48877000,36359302.83578030,35808,183.69824000,17834359.87997030
2025-01-02 14:50:00,97140.00000000,97360.88000000,96880.01000000,97340.00000000,298.01528000,28950530.17747510,36362,169.59192000,16476100.89658650
2025-01-02 14:55:00,97339.99000000,97340.00000000,97067.30000000,97256.49000000,294.25991000,28600900.30560270,27649,147.06654000,14297059.63170190
2025-01-02 15:00:00,97256.48000000,97323.16000000,96960.00000000,97136.94000000,234.04008000,22726139.00348310,31426,78.31903000,7605364.26231960
2025-01-02 15:05:00,97136.94000000,97286.58000000,97017.25000000,97140.48000000,157.14173000,15266727.43379740,26927,84.13540000,8174448.21385680
2025-01-02 15:10:00,97140.47000000,97246.48000000,97007.05000000,97034.78000000,153.26155000,14881355.67326340,26150,62.91931000,6109474.11324620
2025-01-02 15:15:00,97034.07000000,97104.00000000,96678.70000000,96690.81000000,167.89580000,16275080.80926810,32086,62.40919000,6049807.04775430
2025-01-02 15:20:00,96690.82000000,96725.51000000,96313.00000000,96424.83000000,236.23348000,22791902.74097470,38332,116.29306000,11218406.40624860
2025-01-02 15:25:00,96424.70000000,96678.27000000,96400.00000000,96666.85000000,112.63398000,10876016.82281320,27034,61.49750000,5938014.24345210
2025-01-02 15:30:00,96666.85000000,96744.82000000,96351.52000000,96362.40000000,225.89896000,21791903.64983910,29190,86.38733000,8334391.77364840
2025-01-02 15:35:00,96362.40000000,96480.00000000,96164.78000000,96429.15000000,230.55006000,22207274.08364510,34174,109.73770000,10568820.44653900
2025-01-02 15:40:00,96429.15000000,96533.07000000,96201.92000000,96346.24000000,117.03714000,11276350.36612510,27683,56.59163000,5450884.28053220
2025-01-02 15:45:00,96346.23000000,96639.66000000,96207.07000000,96587.30000000,116.55333000,11231121.70335100,18694,43.10964000,4155224.06920550
2025-01-02 15:50:00,96587.30000000,96587.30000000,96288.00000000,96528.82000000,134.47736000,12978760.92274990,24798,75.96286000,7332016.19143190
2025-01-02 15:55:00,96528.81000000,96539.99000000,96419.74000000,96455.01000000,121.32353000,11708710.31921690,17886,66.67919000,6435564.20190090
2025-01-02 16:00:00,96455.01000000,96524.68000000,96040.04000000,96130.75000000,174.24420000,16788909.98451110,26410,97.51438000,9400053.16137040
2025-01-02 16:05:00,96130.75000000,96393.94000000,96096.98000000,96376.75000000,115.90686000,11157702.78320880,19336,79.35349000,7638819.75008670
2025-01-02 16:10:00,96376.75000000,96721.23000000,96252.35000000,96652.57000000,121.62220000,11729472.29550780,20460,84.61894000,8161796.17106020
2025-01-02 16:15:00,96652.56000000,97015.38000000,96652.56000000,96971.29000000,167.69826000,16252986.14516560,25695,71.87357000,6964354.74504120
2025-01-02 16:20:00,96971.30000000,97218.93000000,96925.60000000,97218.92000000,183.39056000,17797765.20844550,34264,96.97083000,9410614.14826090
2025-01-02 16:25:00,97218.92000000,97387.15000000,97170.08000000,97387.15000000,155.17236000,15099366.32754270,30175,79.07685000,7694737.43281550
2025-01-02 16:30:00,97387.14000000,97550.00000000,97246.88000000,97533.54000000,173.02411000,16848668.82205810,36010,97.53378000,9498276.28247890
2025-01-02 16:35:00,97533.54000000,97600.00000000,97475.80000000,97563.44000000,122.92290000,11990113.16884780,24292,62.01304000,6048919.39085210
2025-01-02 16:40:00,97563.44000000,97600.00000000,97295.11000000,97438.33000000,179.45534000,17481042.16680770,28371,88.93688000,8663024.48502780
2025-01-02 16:45:00,97438.34000000,97650.00000000,97342.00000000,97614.93000000,116.13046000,11321354.41021050,24484,70.22485000,6847299.43802770
2025-01-02 16:50:00,97614.93000000,97619.42000000,97152.89000000,97220.00000000,147.26258000,14340721.83680370,31629,51.96071000,5060505.32849580
2025-01-02 16:55:00,97220.00000000,97299.34000000,97181.94000000,97229.74000000,68.20007000,6630722.17386710,17046,31.16019000,3029471.94441760
2025-01-02 17:00:00,97229.75000000,97320.64000000,97101.19000000,97320.64000000,56.69878000,5510581.91830260,23315,26.51492000,2577034.77624710
2025-01-02 17:05:00,97321.50000000,97333.34000000,97150.30000000,97218.37000000,41.16661000,4002760.48339800,18786,17.58373000,1709602.85038590
2025-01-02 17:10:00,97218.38000000,97591.84000000,97218.37000000,97546.33000000,99.00612000,9652413.09511910,26840,65.18188000,6354773.31411330
2025-01-02 17:15:00,97546.33000000,97554.34000000,97426.00000000,97518.29000000,62.31443000,6074973.06871350,16453,25.19328000,2456035.94107140
2025-01-02 17:20:00,97518.29000000,97518.29000000,97266.00000000,97297.95000000,77.25915000,7523899.95021200,20930,35.71249000,3478216.48438760
2025-01-02 17:25:00,97297.95000000,97338.20000000,97033.95000000,97084.41000000,148.03278000,14384676.50294550,22157,27.66943000,2689210.63675760
2025-01-02 17:30:00,97084.41000000,97099.46000000,96761.59000000,96806.44000000,154.08611000,14937393.69808500,31402,49.60390000,4807879.94916260
2025-01-02 17:35:00,96806.43000000,96814.90000000,96350.67000000,96366.44000000,159.88421000,15432636.59486460,37096,53.55329000,5168578.97069830
2025-01-02 17:40:00,96366.44000000,96731.42000000,96333.95000000,96660.00000000,206.06294000,19887689.30571920,39796,129.85190000,12531545.93987660
2025-01-02 17:45:00,96659.51000000,96659.51000000,96325.44000000,96364.25000000,93.14453000,8987734.89929280,35412,39.38871000,3800711.28539750
2025-01-02 17:50:00,96364.25000000,96655.99000000,96330.18000000,96619.13000000,106.66774000,10296431.08677620,33911,59.13321000,5707391.39974210
2025-01-02 17:55:00,96619.12000000,96757.58000000,96555.90000000,96757.57000000,68.43435000,6613871.63265770,30874,34.86714000,3369792.43905460
2025-01-02 18:00:00,96757.57000000,96834.47000000,96400.00000000,96466.97000000,97.84348000,9460385.52327180,37123,49.04487000,4742472.16283880
2025-01-02 18:05:00,96466.98000000,97049.69000000,96441.47000000,96966.01000000,83.15056000,8042425.89455530,34509,56.44093000,5458782.79720470
2025-01-02 18:10:00,96966.01000000,97030.28000000,96775.55000000,96848.49000000,98.73446000,9568035.12330940,31340,54.20132000,5252331.22069390
2025-01-02 18:15:00,96848.49000000,96897.20000000,96740.00000000,96859.77000000,83.23684000,8058622.85921850,30070,44.66710000,4324680.06457750
2025-01-02 18:20:00,96858.00000000,97113.44000000,96858.00000000,96859.99000000,80.72441000,7826817.00455090,26814,42.87403000,4157176.65344590
2025-01-02 18:25:00,96859.99000000,96903.00000000,96761.13000000,96903.00000000,35.46043000,3433133.33472490,17259,17.42964000,1687473.21391790
2025-01-02 18:30:00,96902.99000000,96902.99000000,96639.31000000,96652.03000000,64.03343000,6192203.62216680,19664,17.23360000,1666621.10486770
2025-01-02 18:35:00,96652.03000000,96941.14000000,96634.61000000,96906.07000000,37.81714000,3661126.21503990,17401,26.97281000,2610948.41793610
2025-01-02 18:40:00,96906.06000000,97102.56000000,96843.21000000,97090.54000000,65.44947000,6347719.74740480,20009,41.85987000,4059475.55802810
2025-01-02 18:45:00,97090.54000000,97228.50000000,97041.01000000,97112.67000000,67.50755000,6559174.49822600,26012,37.80773000,3673704.14154690
2025-01-02 18:50:00,97112.66000000,97143.73000000,97024.19000000,97119.02000000,61.81177000,6000897.09725150,19063,33.12122000,3215414.62475680
2025-01-02 18:55:00,97119.01000000,97350.00000000,97119.01000000,97319.74000000,64.13506000,6237835.75331580,18922,43.37225000,4218136.70057940
2025-01-02 19:00:00,97319.74000000,97433.62000000,97212.81000000,97433.61000000,63.60671000,6190685.45712530,20181,27.14948000,2642497.87575300
2025-01-02 19:05:00,97433.61000000,97573.66000000,97412.56000000,97561.61000000,114.99969000,11211531.52709970,27611,64.36905000,6275350.71194080
2025-01-02 19:10:00,97561.61000000,97586.34000000,97470.74000000,97482.91000000,63.82932000,6226356.55811320,14088,32.93474000,3212813.17456520
2025-01-02 19:15:00,97482.90000000,97582.38000000,97479.59000000,97561.74000000,37.38129000,3645566.06823040,11477,22.55068000,2199074.97161070
2025-01-02 19:20:00,97561.74000000,97600.00000000,97515.69000000,97600.00000000,34.03736000,3320865.08256300,9364,12.98183000,1266654.86642980
2025-01-02 19:25:00,97600.00000000,97777.00000000,97587.67000000,97600.00000000,91.99877000,8987894.34605940,22786,51.57999000,5038954.66246550
2025-01-02 19:30:00,97600.00000000,97600.00000000,97294.59000000,97326.00000000,90.22627000,8788940.78810930,22674,22.93324000,2233338.16355270
2025-01-02 19:35:00,97325.09000000,97372.62000000,97200.00000000,97297.29000000,50.90863000,4952191.30241180,19335,24.16249000,2350224.88200600
2025-01-02 19:40:00,97297.28000000,97474.43000000,97272.72000000,97415.65000000,30.62622000,2982255.21191100,13748,17.76394000,1729689.98057470
2025-01-02 19:45:00,97415.64000000,97591.69000000,97312.88000000,97471.50000000,67.29621000,6556837.87125810,19521,30.16100000,2938066.09793910
2025-01-02 19:50:00,97471.31000000,97585.93000000,97400.00000000,97531.43000000,35.85256000,3495316.29886000,15304,17.68611000,1724265.27048260
