datetime,open,high,low,close,volume,quote_volume,trade_count,taker_buy_volume,taker_buy_quote_volume
2025-01-02 10:45:00,3468.27000000,3471.89000000,3466.86000000,3467.53000000,656.61850000,2277908.60458800,5921,241.27460000,837052.97324100
2025-01-02 10:50:00,3467.53000000,3469.19000000,3463.83000000,3465.93000000,1201.98760000,4166204.01958500,7691,544.55690000,1887389.90182300
2025-01-02 10:55:00,3465.93000000,3470.91000000,3465.80000000,3468.81000000,701.17580000,2431873.16929800,7455,289.36160000,1003674.26651300
2025-01-02 11:00:00,3468.81000000,3469.31000000,3464.97000000,3466.29000000,785.91490000,2724807.28288700,6966,393.61910000,1364774.24427600
2025-01-02 11:05:00,3466.28000000,3471.96000000,3464.29000000,3468.95000000,752.81920000,2609900.18452700,6706,260.76260000,904249.91148000
2025-01-02 11:10:00,3468.96000000,3468.96000000,3461.46000000,3463.56000000,571.18530000,1978926.32252100,6270,201.62100000,698523.67937200
2025-01-02 11:15:00,3463.57000000,3464.43000000,3461.61000000,3463.34000000,614.23150000,2126940.02291100,5069,148.63360000,514702.21647600
2025-01-02 11:20:00,3463.34000000,3465.54000000,3459.18000000,3459.61000000,1040.66460000,3602703.01133100,5909,434.35440000,1503675.39421900
2025-01-02 11:25:00,3459.61000000,3465.55000000,3456.87000000,3465.54000000,1033.72300000,3577654.67071100,5342,441.40250000,1527882.82412800
2025-01-02 11:30:00,3465.55000000,3469.35000000,3465.21000000,3468.56000000,586.70770000,2034179.32836000,4801,329.81170000,1143498.71888300
2025-01-02 11:35:00,3468.57000000,3472.21000000,3468.56000000,3471.25000000,598.96280000,2078741.23157700,3132,322.73770000,1120096.15483100
2025-01-02 11:40:00,3471.25000000,3471.96000000,3469.30000000,3471.80000000,497.45730000,1726491.07598800,3183,236.77080000,821715.75039000
2025-01-02 11:45:00,3471.80000000,3475.00000000,3471.79000000,3473.19000000,1055.97970000,3668635.85941500,6277,542.40670000,1884391.16878300
2025-01-02 11:50:00,3473.20000000,3473.20000000,3467.88000000,3470.26000000,452.00880000,1568503.32521000,4372,129.89110000,450746.44155700
2025-01-02 11:55:00,3470.26000000,3473.97000000,3470.26000000,3471.18000000,535.46730000,1859023.62800000,3028,157.55940000,546964.07906800
2025-01-02 12:00:00,3471.18000000,3474.41000000,3471.18000000,3474.05000000,1018.33950000,3536300.33208200,5510,673.82410000,2339708.38132800
2025-01-02 12:05:00,3474.05000000,3474.69000000,3472.14000000,3474.31000000,542.16390000,1883460.00863400,4051,262.20350000,910876.03107800
2025-01-02 12:10:00,3474.31000000,3481.13000000,3473.96000000,3477.75000000,1983.11740000,6896339.42395800,8831,1364.45170000,4744480.97907100
2025-01-02 12:15:00,3477.76000000,3480.69000000,3476.33000000,3479.08000000,1043.32950000,3629431.16201200,6630,537.18220000,1868635.61723000
2025-01-02 12:20:00,3479.07000000,3479.08000000,3470.00000000,3473.35000000,1399.57710000,4862109.48869000,6739,867.04170000,3012070.80865100
2025-01-02 12:25:00,3473.36000000,3474.47000000,3469.84000000,3471.74000000,874.17960000,3035512.64696700,3973,471.28320000,1636626.00297000
2025-01-02 12:30:00,3471.74000000,3472.65000000,3465.93000000,3471.51000000,812.26690000,2817619.40957500,5526,360.84900000,1251791.17099400
2025-01-02 12:35:00,3471.51000000,3473.67000000,3468.55000000,3473.34000000,592.29710000,2055849.62266600,4371,274.72910000,953620.23139900
